시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,대표품목,홈페이지주소,사용가능상품권,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
돌고래시장,상설장,경기도 성남시 분당구 내정로174번길 42 (파크타운서안아파트),경기도 성남시 분당구 수내동 53,매일,37.37153075,127.1221765,141.0,"황금보리밥, 호호덮밥, 행복한식탁, 푸른채소",,,Y,Y,1970.0,031-786-0704,2025-11-10,B553077,소상공인시장진흥공단
코끼리시장,상설장,경기도 성남시 분당구 내정로 166번길 7-6,경기도 성남시 분당구 수내동 56,매일,37.37314665,127.1204067,108.0,"코끼리분식, 코끼리 식당, 정가네, 이삭토스트(분당수내파크점)",,,Y,Y,1970.0,031-701-1071,2025-11-10,B553077,소상공인시장진흥공단
분당종합시장,상설장,경기도 성남시 분당구 돌마로 366번길 42,경기도 성남시 분당구 수내동 83-1,매일,37.36718424,127.1267528,42.0,"하누축산, 파리바게뜨푸른마을점, 큰맘할매순대국 수내점, 촌놈",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
현대프라자시장,상설장,경기도 성남시 분당구 돌마로 364,경기도 성남시 분당구 수내동 79-2,매일,37.3699897,127.1236643,95.0,"심리상담센터 봄, 레인보우 음악줄넘기",,,Y,Y,1970.0,031-717-3044,2025-11-10,B553077,소상공인시장진흥공단
동신종합시장,상설장,경기도 성남시 분당구 돌마로 361,경기도 성남시 분당구 수내동 63-2,매일,37.37062115,127.1229653,86.0,"정스김밥, 속초가진물회, 펄스킨, 트라이수내점",,,Y,Y,1970.0,031-711-8628,2025-11-10,B553077,소상공인시장진흥공단
분당우성시장,상설장,경기도 성남시 분당구 중앙공원로40번길 42,경기도 성남시 분당구 서현동 94-3,매일,37.37818238,127.1323819,75.0,"우리동네고깃간, 산애들애, 폴브라운, 크린토피아 우성점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
미래타운제2종합시장,상설장,경기도 성남시 분당구 불정로376번길 31,경기도 성남시 분당구 서현동 311,매일,37.37225503,127.1388863,64.0,"한우가, 페리카나 서현, 청석골, 미래반찬",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
미래그린시장,상설장,경기도 성남시 분당구 불정로386번길 10 (효자촌미래타운아파트),경기도 성남시 분당구 서현동 307,매일,37.37341572,127.1380307,154.0,"효자촌아리랑왕족발, 효자어촌, 효자국밥, 청정숯불꼼장어",,,Y,Y,1970.0,031-701-7007,2025-11-10,B553077,소상공인시장진흥공단
범한프라자시장,상설장,경기도 성남시 분당구 불정로376번길 37,경기도 성남시 분당구 서현동 312-3,매일,37.37163004,127.1394386,84.0,"효자밥상, 영비타민, 안심정육식당, 로하스 분당서현점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
미금현대벤처빌시장,상설장,경기도 성남시 분당구 돌마로90번길 8,경기도 성남시 분당구 구미동 26,매일,37.34928693,127.1117684,125.0,"홍루, 희성이동통신, 호야맘, 현대옷수선",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
금호행복시장(금호시장),상설장,경기도 성남시 분당구 내정로 165번길 38,경기도 성남시 분당구 수내동 32,매일,37.37665581,127.1162348,174.0,"휘나리(배가네왕족발), 현대횡성한우마을, 한울김밥, 통영댁",,,Y,Y,1970.0,031-711-7268,2025-11-10,B553077,소상공인시장진흥공단
정선아리랑시장,5일장,강원특별자치도 정선군 정선읍 봉양7길 39,강원특별자치도 정선군 정선읍 봉양리 349-20,2일+7일,37.3803854,128.6652325,163.0,"호식이두마리치킨정선, 향원농장현대종합마트, 한우식육점, 풍년쌀상회",,,Y,Y,1970.0,033-563-6200,2025-11-10,B553077,소상공인시장진흥공단
코코프라자시장,상설장,경기도 성남시 분당구 서현로210번길 20,경기도 성남시 분당구 서현동 248-5,매일,37.38586536,127.1240404,67.0,"하나비, 포하임, 팔당원조칼제비 서현점, 부성초밥 서현본점",,,Y,Y,1970.0,031-707-7315,2025-11-10,B553077,소상공인시장진흥공단
현대시장,상설장,경기도 성남시 수정구 수정북로18,경기도 성남시 수정구 태평동 3683,매일,37.4417019,127.1319748,46.0,"현중앙정육점, 현대생선1, 현대떡마을, 햇님 이모네",,,Y,Y,1970.0,031-753-2828,2025-11-10,B553077,소상공인시장진흥공단
하대원공설시장,상설장,경기도 성남시 중원구 마지로 118,경기도 성남시 중원구 하대원동 266-1,매일,37.42740887,127.1422648,100.0,"해오름유통, 해남수산, 한일상회, 한영청과상회",,,Y,Y,1970.0,031-721-5522,2025-11-10,B553077,소상공인시장진흥공단
상대원시장,상설장,경기도 성남시 중원구 희망로344번길 6,경기도 성남시 중원구 상대원동 2985-1,매일,37.43597453,127.158778,72.0,"현대정육, 해물나라 짬뽕마을, 우리과일야채, 오복떡방앗간",,,Y,Y,1970.0,031-746-1304,2025-11-10,B553077,소상공인시장진흥공단
시화공구상가시장,상설장,경기도 시흥시 공단1대로 204,경기도 시흥시 정왕동 1364,매일,37.33771151,126.7247015,954.0,"지원식당, 종가집두루치기, 원조갈비, 심향",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
모란전통기름시장,상설장,경기도 성남시 중원구 둔촌대로 83번길 7,경기도 성남시 중원구 성남동 4222,매일,37.4309121,127.1280127,52.0,"풍년쌀상회, 충주기름집, 천안기름집, 천마축산",,,Y,Y,1970.0,031-756-7395,2025-11-10,B553077,소상공인시장진흥공단
금광시장,상설장,경기도 성남시 중원구 산성대로426번길 5,경기도 성남시 중원구 금광동 4622,매일,37.45003783,127.159904,20.0,"제일직영금광정육점, 희영서점, ㈜곰할인마트, 에이스식자재마트 금광점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
용인중앙시장,5일장,경기도 용인시 처인구 금령로107번길 13,경기도 용인시 처인구 김량장동 137-1,5일+10일,37.23671682,127.2078548,506.0,"현대수산, 허흑오리, 향원순대, 함평가뭉티기",,,Y,Y,1970.0,031-336-1110,2025-11-10,B553077,소상공인시장진흥공단
모란종합시장,5일장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,4일+9일,37.4303345,127.1288817,61.0,"한근두근, 청계산집, 짱구오리농산, 제기물산",,,Y,Y,1970.0,031-751-4214,2025-11-10,B553077,소상공인시장진흥공단
은행시장,상설장,경기도 성남시 중원구 산성대로 526,경기도 성남시 중원구 은행동 1553,매일,37.45758204,127.164475,50.0,"행복빵집, 일심상회, 에이스축산, 바다한스푼",,,Y,Y,1970.0,031-744-9858,2025-11-10,B553077,소상공인시장진흥공단
모란가축시장,상설장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,매일,37.4303345,127.1288817,40.0,"호남집영양탕 주식회사, 태양글로벌 주식회사, 전주집, 장수정육점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
권선종합시장,상설장,경기도 수원시 권선구 세권로 185,경기도 수원시 권선구 권선동 1051,매일,37.25609894,127.0245738,108.0,"현숙이네, 행복한밥상, 한길순대, 최여사네족발",,,Y,Y,1970.0,031-235-0903,2025-11-10,B553077,소상공인시장진흥공단
구매탄시장,상설장,경기도 수원시 영통구 매여울로53번길 50-1,경기도 수원시 영통구 매탄동 172-72,매일,37.27260017,127.0419199,118.0,"효정분식, 효원왕만두, 황금족발순대국, 홍앤족",,,Y,Y,1970.0,031-211-3936,2025-11-10,B553077,소상공인시장진흥공단
정자시장,상설장,경기도 수원시 장안구 수성로261번길 16,경기도 수원시 장안구 정자동 73-10,매일,37.29069027,127.0008813,150.0,"훌랄라바베큐치킨, 황금어장, 형제상회, 현미 쑥 떡집",,,Y,Y,1970.0,031-252-0290,2025-11-10,B553077,소상공인시장진흥공단
장안문거북시장,상설장,경기도 수원시 장안구 수성로382번길 24,경기도 수원시 장안구 영화동 250-1,매일,37.29315046,127.0139733,117.0,"횡성한우곱창, 호야치킨, 한국청과, 풍천민물장어",,,Y,Y,1970.0,031-252-7800,2025-11-10,B553077,소상공인시장진흥공단
반딧불이연무시장,상설장,경기도 수원시 장안구 월드컵로428번길 10,경기도 수원시 장안구 연무동 249,매일,37.29395937,127.0259733,194.0,"화홍농산물, 해나온식자재마트, 포자우베트남쌀국수, 포유티 베트남 쌀국수",,,Y,Y,1970.0,031-3089-9464,2025-11-10,B553077,소상공인시장진흥공단
조원시장,상설장,경기도 수원시 장안구 조원로89번길 8,경기도 수원시 장안구 조원동 743-7,매일,37.30078207,127.0153395,135.0,"화덕애, 형제축산물, 현대축산정육점, 하이축산물백화점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
북수원시장,상설장,경기도 수원시 장안구 파장로82번길 9,경기도 수원시 장안구 파장동 572-35,매일,37.30704501,126.992183,150.0,"황소곱창, 현미곳간, 한누리축산도매, 하나로축산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
시민상가시장,상설장,경기도 수원시 팔달구 팔달문로4번길 19,경기도 수원시 팔달구 영동 10-18,매일,37.27667892,127.0179844,56.0,"힐링샵, 화미, 현대패션, 행운사",,,Y,Y,1970.0,031-255-6637,2025-11-10,B553077,소상공인시장진흥공단
영동시장,상설장,경기도 수원시 팔달구 수원천로255번길 6,경기도 수원시 팔달구 영동 8,매일,37.27681569,127.0186497,282.0,"황금수산, 화홍상회, 화개장터, 즉석뻥튀기 과자전문점",,,Y,Y,1970.0,031-251-0171,2025-11-10,B553077,소상공인시장진흥공단
지동시장,상설장,경기도 수원시 팔달구 팔달문로 19,경기도 수원시 팔달구 지동 402-2,매일,37.27788606,127.0196309,219.0,"호남순대, 한양순대국, 태광축산정육점, 충남정육점",,,Y,Y,1970.0,031-256-0202,2025-11-10,B553077,소상공인시장진흥공단
화서시장,상설장,경기도 수원시 팔달구 동말로 72,경기도 수원시 팔달구 화서동 97-1,매일,37.27858147,127.0020973,229.0,"효숙이네야채, 화서채소나라, 화서왕족발순대국, 화서시장광자네족발",,,Y,Y,1970.0,031-241-4578,2025-11-10,B553077,소상공인시장진흥공단
미나리광시장,상설장,경기도 수원시 팔달구 수원천로 266-4,경기도 수원시 팔달구 지동 400-12,매일,37.27727335,127.0196307,51.0,"해달별, 한천상회, 한진상사, 충북상회",,,Y,Y,1970.0,031-254-7795,2025-11-10,B553077,소상공인시장진흥공단
매산시장,상설장,경기도 수원시 팔달구 권선로 477,경기도 수원시 팔달구 매산로2가 90,매일,37.26457025,127.0033483,103.0,"희망야채, 희망떡집, 황금식자재마트코너양곡, 풍미정육점",,,Y,Y,1970.0,031-224-7893,2025-11-10,B553077,소상공인시장진흥공단
남문로데오시장,상설장,경기도 수원시 팔달구 행궁로 88,경기도 수원시 팔달구 교동 3-6,매일,37.27463391,127.0155146,174.0,"할매순대국, 한봉석할머니순두부, 춘향골식당, 참맛집",,,Y,Y,1970.0,031-258-0336,2025-11-10,B553077,소상공인시장진흥공단
못골종합시장,상설장,경기도 수원시 팔달구 수원천로 254,경기도 수원시 팔달구 지동 415,매일,37.27618303,127.0200138,86.0,"화성유통, 하나로축산, 탱탱치킨, 착한칼국수",,,Y,Y,1970.0,031-246-5638,2025-11-10,B553077,소상공인시장진흥공단
남문패션1번가시장,상설장,경기도 수원시 팔달구 정조로758번길 24,경기도 수원시 팔달구 영동 43-5,매일,37.27562469,127.0181081,156.0,"화성집설렁탕, 홍두깨, 해성염소, 통큰칼국수",,,Y,Y,1970.0,031-255-5226,2025-11-10,B553077,소상공인시장진흥공단
역전시장,상설장,경기도 수원시 팔달구 매산로 2-10,경기도 수원시 팔달구 매산로1가 57-3,매일,37.26630163,127.0023389,300.0,"희홍반점, 황소대구막창, 팔팔 고추기름, 충남곱창",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
팔달문시장,상설장,경기도 수원시 팔달구 정조로770번길 17,경기도 수원시 팔달구 영동 6-14,매일,37.27685014,127.0178829,221.0,"코끼리만두, 진미통닭테이크아웃, 진미통닭, 중앙떡집",,,Y,Y,1970.0,031-251-5153,2025-11-10,B553077,소상공인시장진흥공단
도일시장,5일장,경기도 안산시 단원구 도일로 100,경기도 안산시 단원구 신길동 3-6,3일+8일,37.33934833,126.7839859,74.0,"조수자김치마을, 소문난순대국, 산수갑산, 마미묵은지찜 거모점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
시흥삼미시장,상설장,경기도 시흥시 삼미시장2길 35,경기도 시흥시 신천동 738-4,매일,37.44040657,126.7838201,151.0,"한일식품, 토속음식점, 초가집, 천하장어",,,Y,Y,1970.0,031-317-4455,2025-11-10,B553077,소상공인시장진흥공단
정왕시장,상설장,경기도 시흥시 정왕시장길 51,경기도 시흥시 정왕동 1203,매일,37.34580179,126.748564,74.0,"흰찬, 훠소훠코우양꼬치 정왕점, 홍림중식반찬, 형제청과",,,Y,Y,1970.0,031-434-0111,2025-11-10,B553077,소상공인시장진흥공단
오이도전통수산시장,상설장,경기도 시흥시 오이도로 167 173,경기도 시흥시 정왕동 2003-8 2003-12,매일,37.34588337,126.6882074,77.0,"호남곰소젓갈, 해성수산, 해남상회, 한일수산",,,Y,Y,1970.0,031-431-5275,2025-11-10,B553077,소상공인시장진흥공단
궁평항해오름수산시장,상설장,경기도 화성시 서신면 궁평항로 1049-24,경기도 화성시 서신면 궁평리 689,매일,37.11602674,126.6812763,143.0,"효선네, 호남선, 호남거시기, 풍어호",,,Y,Y,1970.0,031-355-9692,2025-11-10,B553077,소상공인시장진흥공단
안강공설시장,5일장,경상북도 경주시 안강읍 비화중로 3길 26-3,경상북도 경주시 안강읍 양월리 1350-1,4일+9일,35.99030205,129.2217127,235.0,"호박야채상회, 한걸농산, 평양한방족발보쌈, 충남빵집",,,Y,Y,1970.0,054-762-5356,2025-11-10,B553077,소상공인시장진흥공단
덕산시장,5일장,충청남도 예산군 덕산면 읍내서길 2-1,충청남도 예산군 덕산면 읍내리 356-4,4일+9일,36.70498477,126.6681533,53.0,"오거리정육점, 오거리정육점, 예산국수, 희망사",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
역전시장,5일장,충청남도 예산군 예산읍 역전로 84,충청남도 예산군 예산읍 산성리 356-7,3일+8일,36.68704166,126.829854,40.0,"노점, 하늘고기마을, 최씨네건어물, 제육의법칙 예산점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
예산상설시장,5일장,충청남도 예산군 예산읍 예산시장길 2,충청남도 예산군 예산읍 예산리 333-1,5일+10일,36.67723471,126.8494508,100.0,"희망상회, 형제식당, 해님빈대떡, 하루식자재",,,Y,Y,1970.0,041-333-3318,2025-11-10,B553077,소상공인시장진흥공단
예산시장,5일장,충청남도 예산군 예산읍 형제고개로 967,충청남도 예산군 예산읍 예산리 333-1,5일+10일,36.67723471,126.8494508,,"예산순대집, 예당한우국밥, 신흥청과, 신예산 수산",,,Y,Y,1970.0,041-333-3318,2025-11-10,B553077,소상공인시장진흥공단
삽교시장,5일장,충청남도 예산군 삽교읍 두리3길 50-6,충청남도 예산군 삽교읍 두리 568-62,2일+5일,36.68742244,126.7410344,12.0,"큰마루곱창, 예가곱창, 삽교훈연곱창, 삽교살찐곱창",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
북부시장,5일장,전북특별차치도 익산시 인북로 219,전북특별차치도 익산시 남중동 72-7,4일+9일,35.94821919,126.9565852,179.0,"황여사순대, 황등야채, 함라청과, 줌데렐라",,,Y,Y,1970.0,063-856-5084,2025-11-10,B553077,소상공인시장진흥공단
정산시장,5일장,충청남도 청양군 정산면 정현길 54,충청남도 청양군 정산면 서정리 163,5일+10일,36.41059786,126.9480121,104.0,"푸짐한식당, 청양쌀농산, 오렌지휴게실, 사랑떡방",,,Y,Y,1970.0,041-942-0833,2025-11-10,B553077,소상공인시장진흥공단
